Date,BHF
2018-05-08,50.2599983215332
2018-05-09,49.0099983215332
2018-05-10,48.66999816894531
2018-05-11,48.11000061035156
2018-05-14,48.79999923706055
2018-05-15,48.41999816894531
2018-05-16,47.58000183105469
2018-05-17,47.970001220703125
2018-05-18,47.18000030517578
2018-05-21,47.59000015258789
2018-05-22,47.70000076293945
2018-05-23,48.099998474121094
2018-05-24,48.31999969482422
2018-05-25,48.279998779296875
2018-05-29,46.400001525878906
2018-05-30,48.2599983215332
2018-05-31,47.11000061035156
2018-06-01,47.279998779296875
2018-06-04,46.88999938964844
2018-06-05,46.77000045776367
2018-06-06,46.810001373291016
2018-06-07,46.70000076293945
2018-06-08,46.70000076293945
2018-06-11,46.7400016784668
2018-06-12,46.040000915527344
2018-06-13,46.18000030517578
2018-06-14,45.2599983215332
2018-06-15,45.04999923706055
2018-06-18,46.02000045776367
2018-06-19,45.66999816894531
2018-06-20,45.61000061035156
2018-06-21,45.0099983215332
2018-06-22,44.4900016784668
2018-06-25,43.22999954223633
2018-06-26,42.47999954223633
2018-06-27,40.22999954223633
2018-06-28,40.189998626708984
2018-06-29,40.06999969482422
2018-07-02,40.779998779296875
2018-07-03,40.599998474121094
2018-07-05,41.43000030517578
2018-07-06,41.709999084472656
2018-07-09,43.290000915527344
2018-07-10,42.130001068115234
2018-07-11,41.189998626708984
2018-07-12,41.20000076293945
2018-07-13,40.529998779296875
2018-07-16,41.15999984741211
2018-07-17,41.279998779296875
2018-07-18,41.540000915527344
2018-07-19,40.880001068115234
2018-07-20,41.04999923706055
2018-07-23,42.20000076293945
2018-07-24,42.54999923706055
2018-07-25,42.029998779296875
2018-07-26,42.61000061035156
2018-07-27,42.25
2018-07-30,42.970001220703125
2018-07-31,43.43000030517578
2018-08-01,43.310001373291016
2018-08-02,43.22999954223633
2018-08-03,43.790000915527344
2018-08-06,44.18000030517578
2018-08-07,43.5099983215332
2018-08-08,43.560001373291016
2018-08-09,42.63999938964844
2018-08-10,39.959999084472656
2018-08-13,39.75
2018-08-14,41.09000015258789
2018-08-15,40.630001068115234
2018-08-16,41.7599983215332
2018-08-17,41.47999954223633
2018-08-20,41.380001068115234
2018-08-21,42.16999816894531
2018-08-22,41.79999923706055
2018-08-23,41.209999084472656
2018-08-24,41.369998931884766
2018-08-27,42.029998779296875
2018-08-28,42.369998931884766
2018-08-29,42.060001373291016
2018-08-30,41.40999984741211
2018-08-31,41.5099983215332
2018-09-04,40.75
2018-09-05,41.36000061035156
2018-09-06,40.209999084472656
2018-09-07,40.13999938964844
2018-09-10,40.0
2018-09-11,40.540000915527344
2018-09-12,40.20000076293945
2018-09-13,40.790000915527344
2018-09-14,41.970001220703125
2018-09-17,41.59000015258789
2018-09-18,43.2599983215332
2018-09-19,44.290000915527344
2018-09-20,46.2400016784668
2018-09-21,46.45000076293945
2018-09-24,45.15999984741211
2018-09-25,44.83000183105469
2018-09-26,44.06999969482422
2018-09-27,44.18000030517578
2018-09-28,44.2400016784668
2018-10-01,44.290000915527344
2018-10-02,44.18000030517578
2018-10-03,45.33000183105469
2018-10-04,46.34000015258789
2018-10-05,46.06999969482422
2018-10-08,46.31999969482422
2018-10-09,45.77000045776367
2018-10-10,44.95000076293945
2018-10-11,43.20000076293945
2018-10-12,42.9900016784668
2018-10-15,43.47999954223633
2018-10-16,43.900001525878906
2018-10-17,44.060001373291016
2018-10-18,41.70000076293945
2018-10-19,41.97999954223633
2018-10-22,41.060001373291016
2018-10-23,40.560001373291016
2018-10-24,39.25
2018-10-25,40.099998474121094
2018-10-26,38.459999084472656
2018-10-29,38.189998626708984
2018-10-30,38.90999984741211
2018-10-31,39.630001068115234
2018-11-01,40.56999969482422
2018-11-02,40.91999816894531
2018-11-05,42.61000061035156
2018-11-06,44.029998779296875
2018-11-07,43.189998626708984
2018-11-08,43.369998931884766
2018-11-09,41.56999969482422
2018-11-12,41.029998779296875
2018-11-13,41.189998626708984
2018-11-14,40.65999984741211
2018-11-15,40.459999084472656
2018-11-16,39.58000183105469
2018-11-19,39.59000015258789
2018-11-20,38.27000045776367
2018-11-21,38.58000183105469
2018-11-23,38.02000045776367
2018-11-26,39.4900016784668
2018-11-27,39.349998474121094
2018-11-28,40.459999084472656
2018-11-29,40.040000915527344
2018-11-30,40.2599983215332
2018-12-03,40.709999084472656
2018-12-04,38.810001373291016
2018-12-06,35.81999969482422
2018-12-07,34.470001220703125
2018-12-10,33.04999923706055
2018-12-11,32.43000030517578
2018-12-12,33.189998626708984
2018-12-13,33.04999923706055
2018-12-14,31.93000030517578
2018-12-17,32.040000915527344
2018-12-18,32.41999816894531
2018-12-19,31.950000762939453
2018-12-20,31.31999969482422
2018-12-21,29.700000762939453
2018-12-24,29.06999969482422
2018-12-26,31.1299991607666
2018-12-27,31.59000015258789
2018-12-28,31.110000610351562
